,"=""ïiî‘""","=""â¡çHê}ïÑçÜ""","=""ê›ïœïÑçÜ""","=""ïiñº""","=""ÉXÉeÅ[É^ÉX""","=""î≠íçãÊï™""","=""êÆîıé∫""","=""êÆîıé∫ñº""","=""éËîzãÊï™""","=""çHíˆì‡äOêª""","=""çHíˆÉRÅ[Éh""","=""édì¸êÊñº/çHèÍñº""","=""î≠ëóèÍèä""","=""î≠ëóèÍèäñº""","=""éÛãããÊï™""","=""å„çHíˆì‡äOêª""","=""å„çHíˆÉRÅ[Éh""","=""å„çHíˆédì¸êÊñº/çHèÍñº""","=""éÛì¸èÍèä""","=""éÛì¸èÍèäñº""","=""î†éÌóﬁ""",é˚óeêî,äÓèÄç›å…ì˙êî,äÓèÄç›å…ñáêî,ÉTÉCÉNÉãä‘äu,"=""ÉTÉCÉNÉãâÒêî""",ÉTÉCÉNÉãèÓïÒ,"=""çXêV""","=""çXêVé“""","=""ç≈èIçXêVì˙éû""","=""É}ÉCÉiÉXïKóvêîóLñ≥""",ìñåéïKóvêî,"=""ìñåéâ“ì≠ì˙êî""",óÇåéïKóvêî,"=""óÇåéâ“ì≠ì˙êî""",óÇÅXåéïKóvêî,"=""óÇÅXåéâ“ì≠ì˙êî""",óÇÅXÅXåéïKóvêî,"=""óÇÅXÅXåéâ“ì≠ì˙êî""",1(ã‡),2(ìy),3(ì˙),4(åé),5(âŒ),6(êÖ),7(ñÿ),8(ã‡),9(ìy),10(ì˙),11(åé),12(âŒ),13(êÖ),14(ñÿ),15(ã‡),16(ìy),17(ì˙),18(åé),19(âŒ),20(êÖ),21(ñÿ),22(ã‡),23(ìy),24(ì˙),25(åé),26(âŒ),27(êÖ),28(ñÿ),29(ã‡),30(ìy),31(ì˙),ìñåéåvéZêî,óÇåéåvéZêî,óÇÅXåéåvéZêî,óÇÅXÅXåéåvéZêî,1(ã‡).1,2(ìy).1,3(ì˙).1,4(åé).1,5(âŒ).1,6(êÖ).1,7(ñÿ).1,8(ã‡).1,9(ìy).1,10(ì˙).1,11(åé).1,12(âŒ).1,13(êÖ).1,14(ñÿ).1,15(ã‡).1,16(ìy).1,17(ì˙).1,18(åé).1,19(âŒ).1,20(êÖ).1,21(ñÿ).1,22(ã‡).1,23(ìy).1,24(ì˙).1,25(åé).1,26(âŒ).1,27(êÖ).1,28(ñÿ).1,29(ã‡).1,30(ìy).1,31(ì˙).1,î[ì¸âÒêîÅiä‘äuÅj,î[ì¸âÒêîÅiâÒêîÅj,î[ì¸âÒêîÅiíxÇÍÅj,î†éÌóﬁ,î†èdó 
316,"=""90564-63A028""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""","      1,425","=""20.0""","      1,292","=""18.0""","      1,521","=""21.0""","      1,817","=""21.0""",         72,          0,          0,         73,         74,         74,         74,         73,          0,          0,         69,         68,         69,         70,         68,          0,          0,         70,         70,         73,         78,         65,          0,          0,         70,         76,         69,         70,          0,          0,          0,"      1,412","      1,291","      1,520","      1,816",         71,          0,          0,         72,         73,         73,         73,         72,          0,          0,         68,         67,         68,         69,         67,          0,          0,         69,         69,         72,         77,         64,          0,          0,         69,         75,         68,         69,          0,          0,          0,1,02, 3.92,ÇsÇoÇPÇRÇPÉtÉ^ÉiÉV,   3.860
317,"=""90564-63A029""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""","      1,261","=""20.0""","      1,143","=""18.0""","      1,346","=""21.0""","      1,608","=""21.0""",         64,          0,          0,         65,         65,         65,         66,         64,          0,          0,         61,         61,         61,         62,         60,          0,          0,         62,         62,         65,         69,         57,          0,          0,         62,         67,         61,         62,          0,          0,          0,"      1,250","      1,142","      1,345","      1,607",         63,          0,          0,         64,         64,         64,         65,         63,          0,          0,         60,         60,         60,         61,         59,          0,          0,         61,         61,         64,         68,         56,          0,          0,         61,         66,         60,         61,          0,          0,          0,1,02, 1.06,ÇsÇoÇRÇRÇPÉtÉ^ÉiÉV,  10.360
318,"=""90564-63A030""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""","      2,552","=""20.0""","      2,324","=""18.0""","      2,735","=""21.0""","      3,268","=""21.0""",        129,          0,          0,        131,        132,        133,        133,        130,          0,          0,        123,        123,        123,        126,        122,          0,          0,        125,        126,        131,        139,        116,          0,          0,        126,        136,        123,        125,          0,          0,          0,"      2,541","      2,323","      2,734","      3,267",        128,          0,          0,        130,        131,        132,        132,        129,          0,          0,        122,        122,        122,        125,        121,          0,          0,        124,        125,        130,        138,        115,          0,          0,        125,        135,        122,        124,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,  10.500
319,"=""90564-63A031""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""","      1,583","=""20.0""","      1,440","=""18.0""","      1,695","=""21.0""","      2,025","=""21.0""",         80,          0,          0,         81,         82,         82,         83,         81,          0,          0,         76,         76,         77,         78,         76,          0,          0,         78,         78,         81,         86,         72,          0,          0,         78,         84,         76,         78,          0,          0,          0,"      1,575","      1,439","      1,694","      2,024",         79,          0,          0,         80,         81,         81,         82,         80,          0,          0,         75,         75,         76,         77,         75,          0,          0,         77,         77,         80,         85,         71,          0,          0,         77,         83,         75,         77,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,  10.500
320,"=""90564-63A032""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",        621,"=""20.0""",        557,"=""18.0""",        656,"=""21.0""",        783,"=""21.0""",         31,          0,          0,         32,         32,         32,         32,         32,          0,          0,         30,         30,         30,         31,         30,          0,          0,         30,         31,         32,         34,         28,          0,          0,         31,         33,         30,         30,          0,          0,          0,        608,        556,        655,        782,         30,          0,          0,         31,         31,         31,         31,         31,          0,          0,         29,         29,         29,         30,         29,          0,          0,         29,         30,         31,         33,         27,          0,          0,         30,         32,         29,         29,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,  10.500
321,"=""90564-63A033""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",        213,"=""20.0""",        186,"=""18.0""",        219,"=""21.0""",        261,"=""21.0""",         11,          0,          0,         11,         11,         11,         11,         11,          0,          0,         10,         10,         10,         11,         10,          0,          0,         10,         11,         11,         12,         10,          0,          0,         11,         11,         10,         10,          0,          0,          0,        202,        185,        218,        260,         10,          0,          0,         10,         10,         10,         10,         10,          0,          0,          9,          9,          9,         10,          9,          0,          0,          9,         10,         10,         11,          9,          0,          0,         10,         10,          9,          9,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,  10.500
322,"=""90564-63A034""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",         92,"=""20.0""",         75,"=""18.0""",         88,"=""21.0""",        105,"=""21.0""",          5,          0,          0,          5,          5,          5,          5,          5,          0,          0,          4,          4,          4,          5,          4,          0,          0,          4,          5,          5,          5,          4,          0,          0,          5,          5,          4,          4,          0,          0,          0,         81,         74,         87,        104,          4,          0,          0,          4,          4,          4,          4,          4,          0,          0,          3,          3,          3,          4,          3,          0,          0,          3,          4,          4,          4,          3,          0,          0,          4,          4,          3,          3,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,  10.500
323,"=""90564-63A035""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,  10.500
324,"=""90564-63A036""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,06, 4.92,ÇsÇoÇRÇSÇPÉtÉ^ÉiÉV,   9.600
325,"=""90564-63A037""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,01, 1.78,ÇsÇoÇRÇRÇPÉtÉ^ÉiÉV,   2.470
326,"=""90564-63A038""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,02, 5.82,ÉTÉìÉ{ÉbÉNÉXÅîÇQÇOÇaÉtÉ^ÉiÉV,   7.806
327,"=""90564-63A039""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,02, 5.82,ÉTÉìÉ{ÉbÉNÉXÅîÇQÇOÇaÉtÉ^ÉiÉV,   7.806
